MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS ,,
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km),,
2013,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.8,8,A4,X,17.7,13.1,15.6,18,359,,
2013,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.8,8,A4,E,23.3,17.7,20.8,14,333,,
2013,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317,,
2013,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294,,
2013,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,19.6,13.4,16.8,17,386,,
2013,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,E,26.6,17.8,22.6,12,362,,
2013,GMC,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,19.3,13.0,16.5,17,380,,
2013,GMC,SIERRA DENALI AWD,PICKUP TRUCK - STANDARD,6.2,8,A6,E,26.3,17.4,22.3,13,357,,
2013,GMC,SIERRA HYBRID,PICKUP TRUCK - STANDARD,6.0,8,AV,X,11.5,9.9,10.8,26,248,,
2013,GMC,SIERRA HYBRID 4WD,PICKUP TRUCK - STANDARD,6.0,8,AV,X,11.6,10.1,10.9,26,251,,
2013,GMC,SIERRA XFE,PICKUP TRUCK - STANDARD,5.3,8,A6,X,15.3,10.7,13.3,21,306,,
2013,GMC,SIERRA XFE,PICKUP TRUCK - STANDARD,5.3,8,A6,E,20.7,14.4,17.9,16,286,,
2013,GMC,TERRAIN,SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31,209,,
2013,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,13.9,9.6,12.0,24,276,,
2013,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.3,17,261,,
2013,GMC,TERRAIN AWD,SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28,230,,
2013,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22,290,,
2013,GMC,TERRAIN AWD,SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17,272,,
2013,GMC,YUKON,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317,,
2013,GMC,YUKON,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294,,
2013,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317,,
2013,GMC,YUKON 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294,,
2013,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,Z,17.0,11.8,14.7,19,338,,
2013,GMC,YUKON DENALI AWD,SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14,322,,
2013,GMC,YUKON DENALI HYBRID 4WD,SUV - STANDARD,6.0,8,AV,X,11.8,10.1,11.0,26,253,,
2013,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17,377,,
2013,GMC,YUKON DENALI XL AWD,SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.2,13,355,,
2013,GMC,YUKON HYBRID,SUV - STANDARD,6.0,8,AV,X,11.5,9.9,10.8,26,248,,
2013,GMC,YUKON HYBRID 4WD,SUV - STANDARD,6.0,8,AV,X,11.8,10.1,11.0,26,253,,
2013,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317,,
2013,GMC,YUKON XL,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294,,
2013,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20,317,,
2013,GMC,YUKON XL 4WD,SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15,294,,
2013,GMC,YUKON XL 4WD HD,SUV - STANDARD,6.0,8,A6,X,22.8,15.3,19.4,15,446,,
2013,GMC,YUKON XL HD,SUV - STANDARD,6.0,8,A6,X,22.7,15.0,19.2,15,442,,
2013,HONDA,ACCORD,MID-SIZE,2.4,4,AV,X,9.1,6.6,8.0,35,184,,
2013,HONDA,ACCORD,MID-SIZE,2.4,4,AV7,X,9.1,6.6,8.0,35,184,,
2013,HONDA,ACCORD,MID-SIZE,2.4,4,M6,X,10.0,6.8,8.6,33,198,,
2013,HONDA,ACCORD,MID-SIZE,3.5,6,A6,X,11.1,6.8,9.2,31,212,,
2013,HONDA,ACCORD,MID-SIZE,3.5,6,AS6,X,11.4,7.3,9.6,29,221,,
2013,HONDA,ACCORD,MID-SIZE,3.5,6,M6,X,13.0,8.5,10.9,26,251,,
2013,HONDA,CIVIC,COMPACT,1.8,4,A5,X,8.3,6.0,7.3,39,168,,
2013,HONDA,CIVIC,COMPACT,1.8,4,M5,X,8.4,6.5,7.6,37,175,,
2013,HONDA,CIVIC,COMPACT,2.4,4,M6,Z,11.4,7.6,9.7,29,223,,
2013,HONDA,CIVIC HYBRID,COMPACT,1.5,4,AV,X,5.4,5.1,5.3,53,122,,
2013,HONDA,CROSSTOUR,SUV - SMALL,2.4,4,A5,X,10.8,7.6,9.4,30,216,,
2013,HONDA,CROSSTOUR,SUV - SMALL,3.5,6,A6,X,11.9,7.9,10.1,28,232,,
2013,HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6,A6,X,12.6,8.5,10.7,26,246,,
2013,HONDA,CR-V,SUV - SMALL,2.4,4,A5,X,10.3,7.6,9.1,31,209,,
2013,HONDA,CR-V AWD,SUV - SMALL,2.4,4,A5,X,10.5,7.9,9.3,30,214,,
2013,HONDA,CR-Z,TWO-SEATER,1.5,4,AV7,X,6.5,6.0,6.3,45,145,,
2013,HONDA,CR-Z,TWO-SEATER,1.5,4,M6,X,7.6,6.2,6.9,41,159,,
2013,HONDA,FIT,STATION WAGON - SMALL,1.5,4,A5,X,8.3,6.5,7.5,38,173,,
2013,HONDA,FIT,STATION WAGON - SMALL,1.5,4,M5,X,8.3,6.8,7.7,37,177,,
2013,HONDA,INSIGHT,COMPACT,1.3,4,AV,X,5.8,5.4,5.6,50,129,,
2013,HONDA,INSIGHT EX,COMPACT,1.3,4,AV7,X,5.8,5.2,5.5,51,127,,
2013,HONDA,ODYSSEY,MINIVAN,3.5,6,A5,X,13.2,8.6,11.1,25,255,,
2013,HONDA,ODYSSEY TOURING,MINIVAN,3.5,6,A6,X,12.3,8.5,10.6,27,244,,
2013,HONDA,PILOT,SUV - SMALL,3.5,6,A5,X,13.3,9.3,11.5,25,265,,
2013,HONDA,PILOT AWD,SUV - STANDARD,3.5,6,A5,X,13.8,9.7,12.0,24,276,,
2013,HONDA,RIDGELINE AWD,PICKUP TRUCK - STANDARD,3.5,6,A5,X,15.2,11.3,13.5,21,311,,
2013,HYUNDAI,ACCENT,COMPACT,1.6,4,AS6,X,8.4,6.3,7.5,38,173,,
2013,HYUNDAI,ACCENT,COMPACT,1.6,4,M6,X,8.3,6.4,7.4,38,170,,
2013,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,AS6,X,8.4,6.3,7.5,38,173,,
2013,HYUNDAI,ELANTRA,MID-SIZE,1.8,4,M6,X,8.3,6.3,7.4,38,170,,
2013,HYUNDAI,ELANTRA COUPE,MID-SIZE,1.8,4,AS6,X,8.8,6.4,7.7,37,177,,
2013,HYUNDAI,ELANTRA COUPE,MID-SIZE,1.8,4,M6,X,8.4,6.3,7.5,38,173,,
2013,HYUNDAI,ELANTRA GT,MID-SIZE,1.8,4,AS6,X,8.8,6.4,7.7,37,177,,
2013,HYUNDAI,ELANTRA GT,MID-SIZE,1.8,4,M6,X,9.1,6.4,7.9,36,182,,
2013,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,15.3,10.2,13.0,22,299,,
2013,HYUNDAI,GENESIS,FULL-SIZE,3.8,6,AS8,X,12.9,8.6,10.9,26,251,,
2013,HYUNDAI,GENESIS COUPE,SUBCOMPACT,2.0,4,AS8,Z,11.8,7.6,9.9,29,228,,
2013,HYUNDAI,GENESIS COUPE,SUBCOMPACT,2.0,4,M6,Z,11.4,7.9,9.8,29,225,,
2013,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,AS8,Z,12.8,8.3,10.8,26,248,,
2013,HYUNDAI,GENESIS COUPE,SUBCOMPACT,3.8,6,M6,Z,13.0,8.7,11.0,26,253,,
2013,HYUNDAI,GENESIS R SPEC,FULL-SIZE,5.0,8,AS8,Z,15.1,10.1,12.8,22,294,,
2013,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.0,4,AS6,X,11.8,8.8,10.5,27,242,,
2013,HYUNDAI,SANTA FE SPORT,SUV - SMALL,2.4,4,AS6,X,11.5,8.0,9.9,29,228,,
2013,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.0,4,AS6,X,12.5,9.9,11.3,25,260,,
2013,HYUNDAI,SANTA FE SPORT 4WD,SUV - SMALL,2.4,4,AS6,X,11.9,9.1,10.7,26,246,,
2013,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32,205,,
2013,HYUNDAI,SONATA,FULL-SIZE,2.4,4,AS6,X,10.0,6.7,8.5,33,196,,
2013,HYUNDAI,SONATA HYBRID,MID-SIZE,2.4,4,AS6,X,6.5,5.9,6.2,46,143,,
2013,HYUNDAI,SONATA HYBRID LIMITED,MID-SIZE,2.4,4,AS6,X,6.6,5.9,6.3,45,145,,
2013,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,AS6,X,10.6,8.1,9.5,30,219,,
2013,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M5,X,11.8,9.1,10.6,27,244,,
2013,HYUNDAI,TUCSON,SUV - SMALL,2.4,4,AS6,X,11.1,7.8,9.6,29,221,,
2013,HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4,AS6,X,11.6,8.8,10.3,27,237,,
2013,HYUNDAI,VELOSTER,COMPACT,1.6,4,AM6,X,8.4,6.3,7.5,38,173,,
2013,HYUNDAI,VELOSTER,COMPACT,1.6,4,M6,X,8.7,6.4,7.7,37,177,,
2013,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,AS6,X,9.8,7.0,8.5,33,196,,
2013,HYUNDAI,VELOSTER TURBO,COMPACT,1.6,4,M6,X,9.6,6.8,8.4,34,193,,
2013,INFINITI,FX37 AWD,SUV - SMALL,3.7,6,AS7,Z,14.5,10.7,12.8,22,294,,
2013,INFINITI,FX50 AWD,SUV - SMALL,5.0,8,AS7,Z,16.6,11.9,14.5,19,334,,
2013,INFINITI,G37 CONVERTIBLE,SUBCOMPACT,3.7,6,AS7,Z,13.4,9.3,11.5,25,265,,
2013,INFINITI,G37 CONVERTIBLE,SUBCOMPACT,3.7,6,M6,Z,14.5,9.9,12.4,23,285,,
2013,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,AS7,Z,12.5,8.8,10.8,26,248,,
2013,INFINITI,G37 COUPE,SUBCOMPACT,3.7,6,M6,Z,13.8,9.4,11.8,24,271,,
2013,INFINITI,G37x COUPE,SUBCOMPACT,3.7,6,AS7,Z,13.3,9.4,11.5,25,265,,
2013,INFINITI,JX35 AWD,SUV - SMALL,3.5,6,AV,Z,13.0,10.1,11.7,24,269,,
2013,INFINITI,M35h,MID-SIZE,3.5,6,AS7,Z,8.7,7.3,8.1,35,186,,
2013,INFINITI,M37,MID-SIZE,3.7,6,AS7,Z,12.8,8.9,11.0,26,253,,
2013,INFINITI,M37x,MID-SIZE,3.7,6,AS7,Z,13.5,9.8,11.9,24,274,,
2013,INFINITI,M56,MID-SIZE,5.6,8,AS7,Z,14.5,9.5,12.2,23,281,,
2013,INFINITI,M56x,MID-SIZE,5.6,8,AS7,Z,15.0,10.2,12.8,22,294,,
2013,JAGUAR,XF I4T,MID-SIZE,2.0,4,AS8,Z,12.2,8.2,10.4,27,239,,
2013,JAGUAR,XF V6 SUPERCHARGED AWD,MID-SIZE,3.0,6,AS8,Z,14.7,9.1,12.2,23,281,,
2013,JAGUAR,XFR,MID-SIZE,5.0,8,AS8,Z,15.6,10.3,13.2,21,304,,
2013,JAGUAR,XFR-S,MID-SIZE,5.0,8,AS8,Z,15.6,10.3,13.2,21,304,,
2013,JAGUAR,XJ 3.0 AWD,FULL-SIZE,3.0,6,AS8,Z,14.6,9.6,12.3,23,283,,
2013,JAGUAR,XJ SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.9,10.2,13.3,21,306,,
2013,JAGUAR,XJ SUPERSPORT,FULL-SIZE,5.0,8,AS8,Z,15.9,10.2,13.3,21,306,,
2013,JAGUAR,XJL 3.0 AWD,FULL-SIZE,3.0,6,AS8,Z,14.8,9.6,12.5,23,288,,
2013,JAGUAR,XJL SUPERCHARGED,FULL-SIZE,5.0,8,AS8,Z,15.9,10.2,13.3,21,306,,
2013,JAGUAR,XJL SUPERSPORT,FULL-SIZE,5.0,8,AS8,Z,15.9,10.2,13.3,21,306,,
2013,JAGUAR,XJL ULTIMATE,FULL-SIZE,5.0,8,AS8,Z,15.9,10.2,13.3,21,306,,
2013,JAGUAR,XK CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.1,10.6,13.1,22,301,,
2013,JAGUAR,XK COUPE,MINICOMPACT,5.0,8,AS6,Z,14.8,9.9,12.6,22,290,,
2013,JAGUAR,XKR CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.6,21,313,,
2013,JAGUAR,XKR COUPE,MINICOMPACT,5.0,8,AS6,Z,15.5,10.9,13.4,21,308,,
2013,JAGUAR,XKR-S CONVERTIBLE,MINICOMPACT,5.0,8,AS6,Z,15.9,10.9,13.6,21,313,,
2013,JAGUAR,XKR-S COUPE,MINICOMPACT,5.0,8,AS6,Z,15.5,10.9,13.4,21,308,,
2013,JEEP,COMPASS,SUV - SMALL,2.0,4,AV,X,10.6,8.6,9.7,29,223,,
2013,JEEP,COMPASS,SUV - SMALL,2.0,4,M5,X,10.2,7.9,9.2,31,212,,
2013,JEEP,COMPASS,SUV - SMALL,2.4,4,AV,X,11.0,8.7,9.9,29,228,,
2013,JEEP,COMPASS,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216,,
2013,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,AV,X,11.3,9.0,10.3,27,237,,
2013,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.5,8.6,9.7,29,223,,
2013,JEEP,GRAND CHEROKEE 4X4 (FuelSaver MDS),SUV - STANDARD,5.7,8,A6,X,18.7,12.0,15.7,18,361,,
2013,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A5,X,14.6,10.4,12.7,22,292,,
2013,JEEP,GRAND CHEROKEE 4X4 FFV,SUV - STANDARD,3.6,6,A5,E,19.1,14.1,16.9,17,270,,
2013,JEEP,GRAND CHEROKEE 4X4 SRT (FuelSaver MDS),SUV - STANDARD,6.4,8,A5,Z,18.9,13.4,16.4,17,377,,
2013,JEEP,PATRIOT,SUV - SMALL,2.0,4,AV,X,10.6,8.6,9.7,29,223,,
2013,JEEP,PATRIOT,SUV - SMALL,2.0,4,M5,X,10.2,7.9,9.2,31,212,,
2013,JEEP,PATRIOT,SUV - SMALL,2.4,4,AV,X,11.0,8.7,9.9,29,228,,
2013,JEEP,PATRIOT,SUV - SMALL,2.4,4,M5,X,10.3,8.3,9.4,30,216,,
2013,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,AV,X,11.3,9.0,10.3,27,237,,
2013,JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4,M5,X,10.5,8.6,9.7,29,223,,
2013,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,A5,X,14.2,11.1,12.8,22,294,,
2013,JEEP,WRANGLER 4X4 (2-DOOR),SUV - SMALL,3.6,6,M6,X,14.3,11.0,12.8,22,294,,
2013,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,14.8,11.8,13.4,21,308,,
2013,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,M6,X,15.0,11.3,13.3,21,306,,
2013,KIA,FORTE,MID-SIZE,2.0,4,AS6,X,9.3,6.6,8.1,35,186,,
2013,KIA,FORTE,MID-SIZE,2.0,4,M6,X,9.4,6.8,8.2,34,189,,
2013,KIA,FORTE,MID-SIZE,2.4,4,AS6,X,10.3,7.4,9.0,31,207,,
2013,KIA,FORTE,MID-SIZE,2.4,4,M6,X,10.5,7.4,9.1,31,209,,
2013,KIA,FORTE KOUP,COMPACT,2.0,4,AS6,X,9.3,6.8,8.2,34,189,,
2013,KIA,FORTE KOUP,COMPACT,2.0,4,M6,X,9.6,7.2,8.5,33,196,,
2013,KIA,FORTE KOUP,COMPACT,2.4,4,AS6,X,10.3,7.6,9.1,31,209,,
2013,KIA,FORTE KOUP,COMPACT,2.4,4,M6,X,10.5,7.4,9.1,31,209,,
2013,KIA,OPTIMA,MID-SIZE,2.0,4,AS6,X,10.5,7.0,8.9,32,205,,
2013,KIA,OPTIMA,MID-SIZE,2.4,4,AS6,X,9.9,6.7,8.5,33,196,,
2013,KIA,OPTIMA,MID-SIZE,2.4,4,M6,X,10.0,6.8,8.6,33,198,,
2013,KIA,RIO,COMPACT,1.6,4,AS6,X,8.3,6.6,7.5,38,173,,
2013,KIA,RIO,COMPACT,1.6,4,M6,X,8.1,6.4,7.3,39,168,,
2013,KIA,RIO ECO,COMPACT,1.6,4,AS6,X,8.0,6.5,7.3,39,168,,
2013,KIA,SORENTO,SUV - SMALL,2.4,4,AS6,X,11.2,7.8,9.6,29,221,,
2013,KIA,SORENTO,SUV - SMALL,3.5,6,AS6,X,11.7,9.1,10.6,27,244,,
2013,KIA,SORENTO 4WD,SUV - SMALL,2.4,4,AS6,X,11.7,8.9,10.4,27,239,,
2013,KIA,SORENTO 4WD,SUV - SMALL,3.5,6,AS6,X,13.0,9.7,11.5,25,265,,
2013,KIA,SOUL,STATION WAGON - SMALL,1.6,4,AS6,X,9.4,7.8,8.6,33,198,,
2013,KIA,SOUL,STATION WAGON - SMALL,1.6,4,M6,X,9.4,7.8,8.6,33,198,,
2013,KIA,SOUL,STATION WAGON - SMALL,2.0,4,AS6,X,10.1,8.5,9.4,30,216,,
2013,KIA,SOUL,STATION WAGON - SMALL,2.0,4,M6,X,9.8,8.0,9.0,31,207,,
2013,KIA,SOUL ECO,STATION WAGON - SMALL,2.0,4,AS6,X,9.8,8.1,9.0,31,207,,
2013,KIA,SPORTAGE,SUV - SMALL,2.4,4,AS6,X,11.1,7.8,9.6,29,221,,
2013,KIA,SPORTAGE,SUV - SMALL,2.4,4,M6,X,11.7,8.6,10.3,27,237,,
2013,KIA,SPORTAGE 4WD,SUV - SMALL,2.0,4,AS6,X,11.7,9.6,10.8,26,248,,
2013,KIA,SPORTAGE 4WD,SUV - SMALL,2.4,4,AS6,X,11.6,8.8,10.3,27,237,,
2013,LAMBORGHINI,AVENTADOR COUPE,TWO-SEATER,6.5,12,AM7,Z,22.8,12.9,18.3,15,421,,
2013,LAMBORGHINI,AVENTADOR ROADSTER,TWO-SEATER,6.5,12,AM7,Z,24.9,15.3,20.6,14,474,,
2013,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,AS6,Z,18.0,12.8,15.6,18,359,,
2013,LAMBORGHINI,GALLARDO COUPE,TWO-SEATER,5.2,10,M6,Z,20.6,13.5,17.4,16,400,,
2013,LAMBORGHINI,GALLARDO SPYDER,TWO-SEATER,5.2,10,AS6,Z,18.1,12.8,15.7,18,361,,
2013,LAMBORGHINI,GALLARDO SPYDER,TWO-SEATER,5.2,10,M6,Z,22.1,14.3,18.6,15,428,,
2013,LAND ROVER,LR2,SUV - SMALL,2.0,4,AS6,Z,13.5,9.9,11.9,24,274,,
2013,LAND ROVER,LR4,SUV - STANDARD,5.0,8,AS6,Z,18.9,13.6,16.5,17,380,,
2013,LAND ROVER,RANGE ROVER,SUV - STANDARD,5.0,8,AS8,Z,17.3,11.9,14.9,19,343,,
2013,LAND ROVER,RANGE ROVER EVOQUE,SUV - SMALL,2.0,4,AS6,Z,12.0,8.5,10.4,27,239,,
2013,LAND ROVER,RANGE ROVER EVOQUE COUPE,SUV - SMALL,2.0,4,AS6,Z,12.0,8.5,10.4,27,239,,
2013,LAND ROVER,RANGE ROVER SPORT,SUV - STANDARD,5.0,8,AS6,Z,18.6,13.3,16.2,17,373,,
2013,LAND ROVER,RANGE ROVER SPORT SC,SUV - STANDARD,5.0,8,AS6,Z,20.0,13.7,17.2,16,396,,
2013,LAND ROVER,RANGE ROVER SUPERCHARGED,SUV - STANDARD,5.0,8,AS8,Z,18.4,12.5,15.7,18,361,,
2013,LEXUS,CT 200h,COMPACT,1.8,4,AV,X,5.5,5.8,5.7,50,131,,
2013,LEXUS,ES 300h,MID-SIZE,2.5,4,AS6,X,5.8,6.2,5.9,48,136,,
2013,LEXUS,ES 350,MID-SIZE,3.5,6,AS6,X,11.3,7.6,9.6,29,221,,
2013,LEXUS,GS 350,MID-SIZE,3.5,6,AS6,Z,12.1,8.5,10.5,27,242,,
2013,LEXUS,GS 350 AWD,MID-SIZE,3.5,6,AS6,Z,12.6,9.0,11.0,26,253,,
2013,LEXUS,GS 450h,MID-SIZE,3.5,6,AS6,Z,7.7,7.4,7.6,37,175,,
2013,LEXUS,GX 460,SUV - STANDARD,4.6,8,AS6,Z,15.7,11.5,13.9,20,320,,
2013,LEXUS,IS 250,SUBCOMPACT,2.5,6,AS6,Z,11.0,7.8,9.5,30,219,,
2013,LEXUS,IS 250 AWD,SUBCOMPACT,2.5,6,AS6,Z,11.5,8.7,10.2,28,235,,
2013,LEXUS,IS 250C,SUBCOMPACT,2.5,6,AS6,Z,11.0,7.8,9.5,30,219,,
2013,LEXUS,IS 350,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244,,
2013,LEXUS,IS 350 AWD,SUBCOMPACT,3.5,6,AS6,Z,12.3,9.1,10.9,26,251,,
2013,LEXUS,IS 350C,SUBCOMPACT,3.5,6,AS6,Z,12.1,8.7,10.6,27,244,,
2013,LEXUS,IS F,SUBCOMPACT,5.0,8,AS8,Z,14.6,10.1,12.5,23,288,,
2013,LEXUS,LS 460,MID-SIZE,4.6,8,AS8,Z,14.5,9.7,12.3,23,283,,
2013,LEXUS,LS 460 AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297,,
2013,LEXUS,LS 460 L AWD,MID-SIZE,4.6,8,AS8,Z,15.1,10.3,12.9,22,297,,
2013,LEXUS,LS 600h L,MID-SIZE,5.0,8,AS8,Z,12.0,10.7,11.4,25,262,,
2013,LEXUS,LX 570,SUV - STANDARD,5.7,8,AS6,Z,18.8,13.6,16.5,17,380,,
2013,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS6,X,13.3,9.8,11.7,24,269,,
2013,LEXUS,RX 350 AWD,SUV - SMALL,3.5,6,AS8,X,12.7,9.1,11.1,25,255,,
2013,LEXUS,RX 450h AWD,SUV - SMALL,3.5,6,AS6,Z,7.9,8.6,8.2,34,189,,
2013,LINCOLN,MKS AWD,FULL-SIZE,3.5,6,AS6,X,13.7,9.3,11.7,24,269,,
2013,LINCOLN,MKS AWD,FULL-SIZE,3.7,6,AS6,X,13.1,8.9,11.2,25,258,,
2013,LINCOLN,MKT AWD,SUV - SMALL,3.5,6,AS6,X,14.7,10.4,12.8,22,294,,
2013,LINCOLN,MKT LIVERY,SPECIAL PURPOSE VEHICLE,2.0,4,AS6,X,11.5,8.5,10.1,28,232,,
2013,LINCOLN,MKT LIVERY AWD,SPECIAL PURPOSE VEHICLE,3.7,6,A6,X,14.0,9.9,12.2,23,281,,
2013,LINCOLN,MKX AWD,SUV - SMALL,3.7,6,AS6,X,13.6,10.3,12.1,23,278,,
2013,LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,10.5,7.1,9.0,31,207,,
2013,LINCOLN,MKZ AWD,MID-SIZE,3.7,6,AS6,X,13.0,9.0,11.2,25,258,,
2013,LINCOLN,MKZ HYBRID,MID-SIZE,2.0,4,AV,X,6.2,6.4,6.3,45,145,,
2013,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16.0,18,368,,
2013,LINCOLN,NAVIGATOR 4X4 FFV,SUV - STANDARD,5.4,8,A6,E,24.4,18.0,21.5,13,344,,
2013,MASERATI,GRANTURISMO,SUBCOMPACT,4.7,8,AS6,Z,18.1,11.8,15.2,19,350,,
2013,MASERATI,GRANTURISMO CONVERTIBLE,SUBCOMPACT,4.7,8,AS6,Z,18.1,11.9,15.3,18,352,,
2013,MASERATI,QUATTROPORTE,FULL-SIZE,4.7,8,AS6,Z,19.9,12.3,16.5,17,380,,
2013,MAZDA,CX-5,SUV - SMALL,2.0,4,AS6,X,8.9,7.3,8.2,34,189,,
2013,MAZDA,CX-5,SUV - SMALL,2.0,4,M6,X,9.1,6.8,8.1,35,186,,
2013,MAZDA,CX-5 4WD,SUV - SMALL,2.0,4,AS6,X,9.3,7.6,8.5,33,196,,
2013,MAZDA,CX-9,SUV - SMALL,3.7,6,AS6,X,14.3,9.9,12.3,23,283,,
2013,MAZDA,CX-9 4WD,SUV - SMALL,3.7,6,AS6,X,14.4,10.7,12.7,22,292,,
2013,MAZDA,MAZDA2,COMPACT,1.5,4,A4,X,8.3,7.0,7.7,37,177,,
2013,MAZDA,MAZDA2,COMPACT,1.5,4,M5,X,8.0,6.7,7.4,38,170,,
2013,MAZDA,MAZDA3 DI 4-DOOR,COMPACT,2.0,4,AS6,X,8.3,5.9,7.2,39,166,,
2013,MAZDA,MAZDA3 DI 4-DOOR,COMPACT,2.0,4,M6,X,8.9,6.0,7.6,37,175,,
2013,MAZDA,MAZDA3 DI 5-DOOR,MID-SIZE,2.0,4,AS6,X,8.3,6.0,7.3,39,168,,
2013,MAZDA,MAZDA3 DI 5-DOOR,MID-SIZE,2.0,4,M6,X,8.8,6.2,7.6,37,175,,
2013,MAZDA,MAZDA3 L5X,COMPACT,2.5,4,AS5,X,10.5,8.1,9.4,30,216,,
2013,MAZDA,MAZDA3 L5X,COMPACT,2.5,4,M6,X,11.6,8.3,10.1,28,232,,
2013,MAZDA,MAZDA3 LFX,COMPACT,2.0,4,AS5,X,10.0,7.2,8.7,32,200,,
2013,MAZDA,MAZDA3 LFX,COMPACT,2.0,4,M5,X,9.5,7.2,8.4,34,193,,
2013,MAZDA,MAZDA5,MINIVAN,2.5,4,AS5,X,10.9,8.0,9.6,29,221,,
2013,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,11.1,8.1,9.7,29,223,,
2013,MAZDA,MAZDA6,MID-SIZE,2.5,4,AS5,X,10.8,7.6,9.4,30,216,,
2013,MAZDA,MAZDA6,MID-SIZE,2.5,4,M6,X,11.2,7.9,9.7,29,223,,
2013,MAZDA,MAZDA6,MID-SIZE,3.7,6,AS6,X,13.3,9.1,11.4,25,262,,
2013,MAZDA,MAZDASPEED3,MID-SIZE,2.3,4,M6,Z,13.0,9.5,11.4,25,262,,
2013,MAZDA,MX-5,TWO-SEATER,2.0,4,AS6,Z,11.5,8.6,10.2,28,235,,
