MODEL,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION*,,,,CO2 EMISSIONS 
YEAR,,# = high output engine,,(L),,,TYPE,CITY (L/100 km),HWY (L/100 km),COMB (L/100 km),COMB (mpg),(g/km)
2009,CHEVROLET,HHR FFV,SUV,2.2,4,M5,X,10.5,7.4,9.1,31,209
2009,CHEVROLET,HHR FFV,SUV,2.2,4,M5,E,14.2,10.2,12.4,23,198
2009,CHEVROLET,HHR FFV,SUV,2.4,4,A4,Z,11,8.1,9.7,29,223
2009,CHEVROLET,HHR FFV,SUV,2.4,4,A4,E,15.4,11.2,13.5,21,216
2009,CHEVROLET,HHR FFV,SUV,2.4,4,M5,Z,11.1,7.9,9.6,29,221
2009,CHEVROLET,HHR FFV,SUV,2.4,4,M5,E,14.2,10.4,12.5,23,200
2009,CHEVROLET,HHR PANEL FFV,SUV,2.2,4,A4,X,11,7.9,9.6,29,221
2009,CHEVROLET,HHR PANEL FFV,SUV,2.2,4,A4,E,14.8,10.6,12.9,22,206
2009,CHEVROLET,HHR PANEL FFV,SUV,2.2,4,M5,X,10.5,7.4,9.1,31,209
2009,CHEVROLET,HHR PANEL FFV,SUV,2.2,4,M5,E,14.2,10.2,12.4,23,198
2009,CHEVROLET,HHR PANEL FFV,SUV,2.4,4,A4,Z,11,8.1,9.7,29,223
2009,CHEVROLET,HHR PANEL FFV,SUV,2.4,4,A4,E,15.4,11.2,13.5,21,216
2009,CHEVROLET,HHR PANEL FFV,SUV,2.4,4,M5,Z,11.1,7.9,9.6,29,221
2009,CHEVROLET,HHR PANEL FFV,SUV,2.4,4,M5,E,14.2,10.4,12.5,23,200
2009,CHEVROLET,HHR PANEL TURBO,SUV,2,4,A4,Z,12.2,8.2,10.4,27,239
2009,CHEVROLET,HHR PANEL TURBO,SUV,2,4,M5,Z,11.2,8.1,9.8,29,225
2009,CHEVROLET,HHR TURBO,SUV,2,4,A4,Z,12.2,8.2,10.4,27,239
